A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q33: Jobs scarce: Men should have more right to a job than women,Q34: Jobs scarce: Employers should give priority to (nation) people than immigrants,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q154: Aims of respondent: first choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q164: Importance of God,Q177: Justifiable: Claiming government benefits to which you are not entitled,Q178: Justifiable: Avoiding a fare on public transport,Q180: Justifiable: Cheating on taxes,Q181: Justifiable: Someone accepting a bribe in the course of their duties,Q184: Justifiable: Abortion,Q185: Justifiable: Divorce,Q187: Justifiable: Suicide,Q189: Justifiable: For a man to beat his wife,Q235: Political system: Having a strong leader who does not have to bother with parliament and elections,"Q236: Political system: Having experts, not government, make decisions according to what they think is best for the country",Q238: Political system: Having a democratic political system,Q241: Democracy: Governments tax the rich and subsidize the poor,Q242: Democracy: Religious authorities interpret the laws,Q243: Democracy: People choose their leaders in free elections,Q244: Democracy: People receive state aid for unemployment,Q246: Democracy: Civil rights protect people’s liberty against oppression,Q249: Democracy: Women have the same rights as men,Q250: Importance of democracy,Q251: How democratically is this country being governed today,Q253: Respect for individual human rights nowadays,Q254: National pride
2018,Egypt,EG-DK Dakahlia,Urban,Male,25-34,Arabic,Single,Middle,Lower middle class,Rather important,Rather important,Rather important,Rather important,Very important,Mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree,Agree,Agree,Agree,Agree,Agree strongly,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Do not trust at all,Do not trust very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,5,6,4,4,3,Economy growth and creating jobs,No,Trying to make our cities and countryside more beautiful,Maintaining order in the nation,7,8,Completely disagree,2,9,2,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,7,6,6,7,8,6,6,5,Fairly much  respect,Very proud
2018,Egypt,EG-DK Dakahlia,Urban,Female,25-34,Arabic,Married,Higher,Upper middle class,Very important,Rather important,Rather important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust at all,Do not trust very much,Do not trust very much,None at all,Not very much,Not very much,None at all,None at all,None at all,Not very much,Quite a lot,None at all,None at all,None at all,Not very much,8,3,8,4,3,Protecting environment,Yes,A high level of economic growth,Maintaining order in the nation,8,7,2,6,9,2,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,7,8,7,6,5,9,7,3,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Urban,Male,45-54,Arabic,Married,Lower,Working class,Rather important,Rather important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Bad thing,Good thing,Don't mind,Trust completely,Do not trust very much,Trust completely,Do not trust very much,Trust somewhat,Do not trust at all,Quite a lot,None at all,Not very much,None at all,None at all,None at all,Not very much,Not very much,Not very much,None at all,Quite a lot,None at all,3,4,The government should take more responsibility to ensure that everyone is provided for,2,3,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Fighting rising prices,5,6,4,3,Very important,7,2,Never justifiable,Never justifiable,3,4,Never justifiable,5,Fairly good,Fairly good,Very good,4,7,7,8,5,7,8,5,Not much respect,Very proud
2018,Egypt,EG-DK Dakahlia,Urban,Female,45-54,Arabic,Widowed,Lower,Lower middle class,Rather important,Rather important,Not very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Quite a lot,None at all,Not very much,None at all,None at all,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,None at all,3,3,2,3,3,Economy growth and creating jobs,Yes,A high level of economic growth,Fighting rising prices,6,6,3,5,Very important,7,2,Never justifiable,Never justifiable,3,3,Never justifiable,4,Fairly good,Fairly good,Very good,6,5,5,7,5,7,7,7,Fairly much  respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Male,16-24,Arabic,Single,Middle,Upper middle class,Rather important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Agree,Agree,Agree,Agree,Agree,Good thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Quite a lot,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,8,Government ownership of business should be increased,People should take more responsibility to provide for themselves,2,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,A high level of economic growth,Fighting rising prices,8,8,4,5,Very important,2,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,5,5,5,5,5,5,Absolutely important,Completely democratic,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Female,55-64,Arabic,Married,Lower,Upper middle class,Not at all important,Not at all important,Not at all important,Not at all important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Don't know,Don't know,Don't know,Don't know,Agree strongly,Agree strongly,Good thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Quite a lot,None at all,None at all,None at all,Don't know,None at all,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,There should be greater incentives for individual effort,Government ownership of business should be increased,5,4,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,A high level of economic growth,Fighting rising prices,8,7,5,4,Very important,2,Never justifiable,Never justifiable,Never justifiable,Never justifiable,4,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,5,5,5,5,An essential characteristic of democracy,8,7,7,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Male,35-44,Arabic,Married,Middle,Working class,Very important,Rather important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Agree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Don't know,Good thing,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust at all,A great deal,Not very much,Not very much,Don't know,Don't know,Don't know,Don't know,None at all,Don't know,Don't know,Not very much,Don't know,There should be greater incentives for individual effort,8,The government should take more responsibility to ensure that everyone is provided for,4,9,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Fighting rising prices,9,7,5,8,Very important,3,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,4,Fairly good,Don't know,Very good,8,Not an essential characteristic of democracy,9,An essential characteristic of democracy,Don't know,5,8,7,Fairly much  respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Female,25-34,Arabic,Married,Middle,Working class,Rather important,Rather important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,Not very much,Quite a lot,Don't know,Don't know,Don't know,Don't know,Not very much,Don't know,Don't know,Don't know,Don't know,There should be greater incentives for individual effort,3,2,5,5,Economy growth and creating jobs,Yes,A high level of economic growth,Fighting rising prices,Completely agree,8,5,8,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,4,5,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,An essential characteristic of democracy,6,An essential characteristic of democracy,An essential characteristic of democracy,Don't know,8,8,4,Fairly much  respect,Quite proud
2018,Egypt,EG-DK Dakahlia,Rural,Female,35-44,Arabic,Married,Middle,Upper middle class,Rather important,Rather important,Rather important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Do not trust at all,Do not trust at all,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,None at all,9,8,3,5,3,Economy growth and creating jobs,No,A high level of economic growth,Fighting rising prices,7,8,3,9,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,8,8,7,6,5,3,7,3,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Male,25-34,Arabic,Married,Middle,Upper middle class,Very important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Do not trust at all,Do not trust at all,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,None at all,None at all,Not very much,9,9,4,2,3,Economy growth and creating jobs,Yes,A high level of economic growth,Giving people more say in important government decisions,8,9,6,7,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Very good,Very good,Very good,8,6,8,8,9,6,Absolutely important,6,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Female,45-54,Arabic,Married,Middle,Upper middle class,Rather important,Rather important,Rather important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust completely,Do not trust very much,Trust somewhat,Trust somewhat,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,None at all,3,3,2,2,3,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,8,7,4,4,9,5,2,Never justifiable,Never justifiable,2,4,Never justifiable,3,Fairly good,Fairly good,Very good,6,5,6,7,5,5,7,4,Fairly much  respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Male,25-34,Arabic,Married,Middle,Upper middle class,Rather important,Rather important,Not very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Disagree,Agree,Agree,Agree strongly,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Trust completely,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Quite a lot,None at all,None at all,Not very much,None at all,None at all,Not very much,Not very much,Not very much,Not very much,Quite a lot,None at all,3,3,3,2,4,Protecting environment,Yes,Making sure this country has strong defence forces,Fighting rising prices,6,5,5,7,Very important,7,2,Never justifiable,Never justifiable,4,2,Never justifiable,3,Fairly good,Fairly good,Very good,7,7,5,8,7,8,8,5,Fairly much  respect,Very proud
2018,Egypt,EG-DK Dakahlia,Urban,Female,65 and more years,Arabic,Widowed,Lower,Lower middle class,Rather important,Not very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree,Agree strongly,Agree,Agree,Agree,Good thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Quite a lot,None at all,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,9,Government ownership of business should be increased,9,2,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Protecting freedom of speech,7,8,4,4,7,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,3,3,7,7,7,7,Absolutely important,Completely democratic,Fairly much  respect,Very proud
2018,Egypt,EG-DK Dakahlia,Urban,Female,35-44,Arabic,Married,Higher,Lower middle class,Rather important,Rather important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Disagree,Disagree,Disagree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust at all,Do not trust at all,Quite a lot,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,8,8,8,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Fighting rising prices,8,9,9,8,9,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Not an essential characteristic of democracy,8,An essential characteristic of democracy,Absolutely important,Completely democratic,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Urban,Female,55-64,Arabic,Married,Higher,Lower middle class,Rather important,Rather important,Very important,Not very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Quite a lot,Quite a lot,Quite a lot,Don't know,Don't know,None at all,Don't know,Quite a lot,Don't know,Don't know,Quite a lot,Don't know,6,2,2,7,5,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Fighting rising prices,9,6,6,7,Very important,2,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Very good,Fairly good,Very good,7,3,6,8,Don't know,9,Absolutely important,6,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Urban,Male,65 and more years,Arabic,Married,Lower,Lower middle class,Very important,Not very important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree,Agree strongly,Strongly disagree,Agree,Disagree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,Quite a lot,Quite a lot,Don't know,None at all,None at all,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,3,Government ownership of business should be increased,5,6,2,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Fighting rising prices,8,4,6,5,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,3,4,Never justifiable,Never justifiable,Fairly good,Fairly good,Very good,An essential characteristic of democracy,3,8,8,6,7,8,8,Fairly much  respect,Quite proud
2018,Egypt,EG-DK Dakahlia,Urban,Male,35-44,Arabic,Married,Higher,Lower middle class,Rather important,Not very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Trust somewhat,Do not trust very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,3,4,3,3,6,Protecting environment,Yes,A high level of economic growth,Fighting rising prices,8,8,Completely disagree,7,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,6,7,9,6,8,9,Absolutely important,8,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Urban,Male,25-34,Arabic,Single,Higher,Upper middle class,Very important,Very important,Not very important,Not very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Do not trust at all,Do not trust at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,8,7,2,3,4,Economy growth and creating jobs,No,A high level of economic growth,Maintaining order in the nation,9,8,2,5,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,2,Fairly good,Fairly good,Fairly good,7,6,8,4,6,3,Absolutely important,3,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Urban,Female,16-24,Arabic,Married,Higher,Upper middle class,Very important,Very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Quite a lot,None at all,Not very much,Not very much,None at all,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,None at all,4,4,2,Competition is good,3,Protecting environment,Yes,A high level of economic growth,Maintaining order in the nation,8,6,3,4,Very important,5,2,2,2,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly Bad,Fairly bad,Very good,6,6,7,8,5,5,7,5,Fairly much  respect,Quite proud
2018,Egypt,EG-DK Dakahlia,Urban,Male,16-24,Arabic,Single,Middle,Upper middle class,Very important,Very important,Rather important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Disagree,Agree,Agree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Trust somewhat,Trust somewhat,Quite a lot,Not very much,Not very much,Not very much,None at all,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,None at all,3,4,2,2,3,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Fighting rising prices,6,6,5,3,Very important,4,2,2,Never justifiable,3,5,2,3,Fairly Bad,Fairly good,Very good,6,4,5,7,5,5,9,5,Fairly much  respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Male,45-54,Arabic,Married,Middle,Upper middle class,Rather important,Rather important,Very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Do not trust very much,Do not trust very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,9,4,3,2,4,Protecting environment,Yes,A high level of economic growth,Fighting rising prices,9,8,2,6,9,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,7,6,5,5,7,4,Absolutely important,3,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Female,35-44,Arabic,Married,Higher,Upper middle class,Rather important,Rather important,Not very important,Not very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Do not trust at all,Do not trust at all,None at all,None at all,Not very much,None at all,None at all,None at all,None at all,Not very much,None at all,None at all,None at all,Don't know,5,7,4,2,2,Don't know,No,A high level of economic growth,Protecting freedom of speech,7,6,2,6,9,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Very bad,Fairly good,Fairly good,6,7,9,6,5,6,Absolutely important,Not at all democratic,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Male,65 and more years,Arabic,Married,Middle,Upper middle class,Rather important,Not very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree,Agree,Agree,Agree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Quite a lot,None at all,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,None at all,3,3,4,2,3,Economy growth and creating jobs,Yes,A high level of economic growth,Maintaining order in the nation,5,7,5,4,Very important,3,Never justifiable,Never justifiable,Never justifiable,3,4,Never justifiable,3,Fairly Bad,Fairly bad,Very good,5,6,7,5,6,7,8,5,Fairly much  respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Female,16-24,Arabic,Single,Middle,Upper middle class,Very important,Very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Strongly disagree,Disagree,Disagree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Quite a lot,None at all,Not very much,Not very much,None at all,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,None at all,3,3,3,2,2,Protecting environment,Yes,A high level of economic growth,Fighting rising prices,8,7,4,4,Very important,5,2,2,Never justifiable,3,3,Never justifiable,Never justifiable,Fairly Bad,Fairly bad,Very good,5,7,7,8,6,6,9,4,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Male,45-54,Arabic,Married,Higher,Working class,Not very important,Not very important,Not very important,Rather important,Very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree,Agree strongly,Disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust at all,A great deal,Not very much,Quite a lot,Don't know,Don't know,Don't know,Don't know,Not very much,Don't know,Don't know,Don't know,Don't know,There should be greater incentives for individual effort,9,The government should take more responsibility to ensure that everyone is provided for,4,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Fighting rising prices,7,8,3,5,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly good,Fairly good,Very good,An essential characteristic of democracy,7,8,5,9,9,Absolutely important,7,Fairly much  respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Male,45-54,Arabic,Married,Higher,Lower middle class,Not very important,Rather important,Rather important,Very important,Very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree,Disagree,Disagree,Disagree,Disagree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,A great deal,Not very much,Quite a lot,Don't know,None at all,None at all,Don't know,Not very much,Don't know,Don't know,Don't know,Don't know,8,Government ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,6,7,Economy growth and creating jobs,Yes,A high level of economic growth,Fighting rising prices,9,7,5,9,Very important,Never justifiable,Never justifiable,3,Never justifiable,Never justifiable,4,Never justifiable,3,Fairly good,Fairly good,Very good,An essential characteristic of democracy,5,An essential characteristic of democracy,8,Don't know,5,8,5,A great deal of respect,Very proud
2018,Egypt,EG-DK Dakahlia,Rural,Female,35-44,Arabic,Single,Middle,Lower middle class,Rather important,Not at all important,Not at all important,Not at all important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Agree,Agree,Disagree,Agree strongly,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust at all,Quite a lot,Quite a lot,A great deal,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,There should be greater incentives for individual effort,9,9,Competition is good,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Fighting rising prices,Completely agree,Completely agree,Completely agree,4,Very important,2,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,Completely democratic,A great deal of respect,Very proud
