V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region (ISO),G_TOWNSIZE2: Settlement size_5 groups,V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,42,Marathi,Married,Middle,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,42,Marathi,Married,Middle,Working class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,43,Marathi,Married,Middle,Lower class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,43,Marathi,Married,Middle,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,45,Marathi,Married,Middle,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,45,Marathi,Married,Middle,Working class,2
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,46,Marathi,Married,Higher,Upper middle class,2
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,47,Marathi,Married,Higher,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,47,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,48,Marathi,Married,Middle,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,49,Marathi,Married,Lower,Don´t know,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,50,Marathi,Married,Higher,Upper class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,50,Marathi,Married,Lower,Working class,3
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,50,Marathi,Married,Middle,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,52,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,56,Marathi,Married,Lower,Don´t know,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,56,Marathi,Married,Lower,Working class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,56,Marathi,Married,Middle,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,58,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,59,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,60,Marathi,Married,Lower,Don´t know,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,60,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,60,Marathi,Married,Middle,Upper middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,62,Marathi,Married,Lower,Don´t know,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,62,Marathi,Married,Middle,Upper middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,63,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,64,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,64,Marathi,Married,Lower,Working class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,65,Marathi,Married,Higher,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,65,Marathi,Married,Lower,Lower middle class,2
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,65,Marathi,Married,Middle,Working class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,66,Marathi,Married,Lower,Working class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,67,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,68,Hindi,Married,Lower,Working class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,68,Marathi,Married,Middle,Upper middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,69,Marathi,Married,Middle,Upper class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,70,Marathi,Married,Lower,Lower class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,70,Marathi,Married,Lower,Working class,3
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,70,Marathi,Married,Middle,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,71,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,72,Marathi,Married,Lower,Working class,3
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,75,Marathi,Married,Lower,Lower class,2
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,75,Marathi,Married,Middle,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,77,Marathi,Married,Lower,Working class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,80,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,82,Marathi,Married,Lower,Lower middle class,1
2012,-4,IN-MH Maharashtra,"Under 5,000",Male,Don´t know,Marathi,Married,Lower,Working class,3
2012,-4,IN-MH Maharashtra,"Under 5,000",Missing; Unknown,38,Marathi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,23,Hindi,Single,Higher,Upper class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,24,Malvi ,Single,Higher,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,26,Malvi ,Married,Lower,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,28,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,30,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,35,Malvi ,Married,Lower,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,38,Hindi,Married,Middle,Upper class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,40,Hindi,Married,Higher,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,40,Malvi ,Married,Lower,Don´t know,2
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,41,Hindi,Married,Higher,Upper class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,45,Hindi,Married,Lower,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,45,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,50,Hindi,Married,Middle,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,50,Malvi ,Married,Lower,Don´t know,2
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,55,Hindi,Married,Middle,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,55,Malvi ,Married,Lower,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,55,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Female,75,Malvi ,Married,Lower,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,22,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,23,Hindi,Single,Higher,Upper class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,23,Malvi ,Single,Middle,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,25,Malvi ,Married,Middle,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,27,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,30,Hindi,Married,Higher,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,30,Malvi ,Married,Middle,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,35,Malvi ,Married,Middle,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,37,Malvi ,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,38,Malvi ,Married,Middle,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,40,Hindi,Married,Higher,Upper class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,40,Malvi ,Married,Lower,Don´t know,2
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,45,Malvi ,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,50,Hindi,Married,Higher,Upper class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,55,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,60,Malvi ,Married,Lower,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,63,Hindi,Married,Lower,Upper class,1
2012,-4,IN-MP Madhya Pradesh,5000-20000,Male,68,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,21,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,21,Hindi,Single,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,22,Bundeli/Bundelkhandi,Single,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,22,Hindi,Single,Higher,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,24,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,25,Gondi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,25,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,25,Hindi,Single,Middle,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,25,Malvi ,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,26,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,27,Bundeli/Bundelkhandi,Married,Middle,Upper class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,27,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,28,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,28,Hindi,Married,Middle,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,28,Hindi,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,28,Malvi ,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,29,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,30,Gondi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,30,Hindi,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,31,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,31,Hindi,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,32,Bundeli/Bundelkhandi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,32,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,32,Hindi,Married,Lower,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,32,Hindi,Married,Middle,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,32,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,33,Bundeli/Bundelkhandi,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,33,Bundeli/Bundelkhandi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,33,Bundeli/Bundelkhandi,Married,Middle,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,35,Gondi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,35,Hindi,Married,Lower,Lower class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,35,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,36,Bundeli/Bundelkhandi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,36,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,36,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,36,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,37,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,37,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,38,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,39,Bundeli/Bundelkhandi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,39,Bundeli/Bundelkhandi,Married,Lower,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,40,Gondi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,40,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,41,Bundeli/Bundelkhandi,Married,Lower,Upper class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,41,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,41,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,42,Gondi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,42,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,43,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,43,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,44,Bundeli/Bundelkhandi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,44,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,44,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,44,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,44,Hindi,Married,Middle,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,45,Gondi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,45,Hindi,Married,Lower,Lower class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,45,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,45,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,45,Malvi ,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,46,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,47,Bundeli/Bundelkhandi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,48,Bundeli/Bundelkhandi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,48,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,48,Hindi,Married,Lower,Lower class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,49,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,49,Hindi,Married,Middle,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,50,Hindi,Married,Lower,Working class,3
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,50,Malvi ,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,52,Bundeli/Bundelkhandi,Married,Lower,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,52,Gondi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,54,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,54,Hindi,Married,Middle,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,55,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,55,Urdu,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,56,Bundeli/Bundelkhandi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,57,Urdu,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,58,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,59,Hindi,Married,Lower,Lower class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,60,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,60,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,60,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,60,Hindi,Married,Lower,Upper class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,65,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,65,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,65,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,69,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,70,Bundeli/Bundelkhandi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,70,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,70,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,72,Gondi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,72,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Female,89,Hindi,Divorced,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,19,Malvi ,Single,Higher,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,20,Bundeli/Bundelkhandi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,21,Bundeli/Bundelkhandi,Single,Middle,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,21,Malvi ,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,22,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,22,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,23,Bundeli/Bundelkhandi,Married,Middle,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,23,Bundeli/Bundelkhandi,Single,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,23,Malvi ,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,25,Bundeli/Bundelkhandi,Married,Higher,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,26,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,26,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,26,Hindi,Single,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,27,Hindi,Married,Higher,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,27,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,27,Hindi,Married,Middle,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,28,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,28,Hindi,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,28,Hindi,Single,Higher,Don´t know,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,28,Hindi,Single,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,28,Malvi ,Married,Higher,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,28,Malvi ,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,29,Bundeli/Bundelkhandi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,29,Bundeli/Bundelkhandi,Married,Middle,Upper class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,29,Bundeli/Bundelkhandi,Married,Middle,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,29,Chhattisgarhi,Married,Middle,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,30,Bundeli/Bundelkhandi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,30,Gondi,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,30,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,30,Hindi,Married,Lower,Working class,3
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,31,Hindi,Married,Higher,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,32,Bundeli/Bundelkhandi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,32,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,32,Bundeli/Bundelkhandi,Married,Middle,Upper middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,32,Bundeli/Bundelkhandi,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,33,Hindi,Single,Higher,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,33,Hindi,Single,Middle,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,34,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,35,Gondi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,35,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,35,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,35,Malvi ,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,36,Malvi ,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,37,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,38,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,38,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,39,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,40,Bundeli/Bundelkhandi,Married,Lower,Lower class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,40,Bundeli/Bundelkhandi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,40,Gondi,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,40,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,42,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,42,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,42,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,42,Hindi,Married,Middle,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,43,Bundeli/Bundelkhandi,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,43,Hindi,Married,Middle,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,45,Bundeli/Bundelkhandi,Married,Lower,Upper class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,45,Bundeli/Bundelkhandi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,45,Bundeli/Bundelkhandi,Married,Middle,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,45,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,45,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,45,Malvi ,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,46,Bundeli/Bundelkhandi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,46,Bundeli/Bundelkhandi,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,47,Bundeli/Bundelkhandi,Married,Middle,Upper class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,48,Hindi,Married,Lower,Lower middle class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,49,Bundeli/Bundelkhandi,Married,Lower,Working class,2
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,49,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,49,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,50,Hindi,Married,Lower,Lower class,3
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,51,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,52,Bundeli/Bundelkhandi,Married,Middle,Upper class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,52,Hindi,Married,Lower,Lower class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,52,Hindi,Married,Lower,Working class,1
2012,-4,IN-MP Madhya Pradesh,"Under 5,000",Male,53,Bundeli/Bundelkhandi,Married,Lower,Lower middle class,1
