V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region (ISO),V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2011,-4,US-IL Illinois,Male,61,English,Married,Higher,Upper middle class,2
2011,-4,US-IL Illinois,Male,62,English,Married,Middle,Lower middle class,1
2011,-4,US-IL Illinois,Male,63,English,Married,Higher,Working class,1
2011,-4,US-IL Illinois,Male,66,English,Married,Higher,Upper middle class,1
2011,-4,US-IL Illinois,Male,67,English,Married,Higher,Upper middle class,1
2011,-4,US-IL Illinois,Male,67,English,Married,Middle,Upper middle class,1
2011,-4,US-IL Illinois,Male,73,English,Married,Higher,Upper middle class,1
2011,-4,US-IL Illinois,Male,85,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Female,18,English,Single,Middle,Lower middle class,1
2011,-4,US-IN Indiana,Female,19,English,Single,Middle,Upper middle class,1
2011,-4,US-IN Indiana,Female,29,English,Living together as married,Middle,Working class,1
2011,-4,US-IN Indiana,Female,31,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-IN Indiana,Female,33,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Female,34,English,Single,Middle,Lower middle class,1
2011,-4,US-IN Indiana,Female,38,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Female,42,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Female,42,English,Married,Middle,Lower middle class,1
2011,-4,US-IN Indiana,Female,50,English,Married,Middle,Lower middle class,1
2011,-4,US-IN Indiana,Female,52,English,Married,Middle,Lower middle class,1
2011,-4,US-IN Indiana,Female,52,English,Single,Higher,Lower class,1
2011,-4,US-IN Indiana,Female,54,English,Divorced,Middle,Working class,2
2011,-4,US-IN Indiana,Female,59,English,Married,Higher,Working class,1
2011,-4,US-IN Indiana,Female,61,English,Married,Middle,Lower middle class,1
2011,-4,US-IN Indiana,Female,64,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Female,65,English,Widowed,Middle,Lower middle class,1
2011,-4,US-IN Indiana,Female,68,English,Married,Higher,Working class,1
2011,-4,US-IN Indiana,Female,72,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Female,75,English,Married,Middle,Upper middle class,1
2011,-4,US-IN Indiana,Female,79,English,Married,Middle,Working class,1
2011,-4,US-IN Indiana,Male,19,English,Single,Middle,Upper middle class,1
2011,-4,US-IN Indiana,Male,23,English,Single,Higher,Working class,1
2011,-4,US-IN Indiana,Male,26,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Male,28,English,Single,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Male,28,English,Single,Higher,Working class,1
2011,-4,US-IN Indiana,Male,32,English,Married,Middle,Lower class,1
2011,-4,US-IN Indiana,Male,36,English,Married,Middle,Working class,1
2011,-4,US-IN Indiana,Male,37,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Male,47,English,Married,Higher,Working class,1
2011,-4,US-IN Indiana,Male,48,English,Married,Higher,Lower middle class,1
2011,-4,US-IN Indiana,Male,49,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-IN Indiana,Male,52,English,Separated,Higher,Working class,1
2011,-4,US-IN Indiana,Male,52,English,Single,Middle,Lower class,1
2011,-4,US-IN Indiana,Male,53,English,Living together as married,Middle,Working class,1
2011,-4,US-IN Indiana,Male,55,English,Married,Higher,Working class,1
2011,-4,US-IN Indiana,Male,59,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Male,68,English,Married,Higher,Lower middle class,1
2011,-4,US-IN Indiana,Male,69,English,Married,Higher,Lower middle class,1
2011,-4,US-IN Indiana,Male,71,English,Married,Higher,Upper middle class,1
2011,-4,US-IN Indiana,Male,75,English,Married,Middle,Working class,1
2011,-4,US-IN Indiana,Male,83,English,Married,Higher,Upper middle class,1
2011,-4,US-KS Kansas,Female,25,English,Married,Higher,Upper middle class,1
2011,-4,US-KS Kansas,Female,27,English,Single,Higher,Working class,1
2011,-4,US-KS Kansas,Female,32,English,Married,Higher,Lower middle class,1
2011,-4,US-KS Kansas,Female,34,English,Married,Higher,Working class,1
2011,-4,US-KS Kansas,Female,38,English,Single,Middle,Working class,1
2011,-4,US-KS Kansas,Female,45,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-KS Kansas,Female,50,Spanish; Castilian,Married,Lower,Upper middle class,1
2011,-4,US-KS Kansas,Female,53,English,Married,Middle,Lower middle class,1
2011,-4,US-KS Kansas,Female,54,English,Married,Higher,Upper middle class,1
2011,-4,US-KS Kansas,Female,60,English,Married,Middle,Working class,1
2011,-4,US-KS Kansas,Female,61,English,Single,Higher,Lower middle class,1
2011,-4,US-KS Kansas,Female,63,English,Married,Higher,Upper middle class,1
2011,-4,US-KS Kansas,Female,70,English,Married,Higher,Upper middle class,1
2011,-4,US-KS Kansas,Female,72,English,Married,Middle,Lower middle class,1
2011,-4,US-KS Kansas,Male,30,Spanish; Castilian,Married,Higher,Working class,1
2011,-4,US-KS Kansas,Male,41,English,Married,Higher,Upper middle class,1
2011,-4,US-KS Kansas,Male,49,English,Married,Higher,Lower middle class,1
2011,-4,US-KS Kansas,Male,49,English,Married,Middle,Lower middle class,1
2011,-4,US-KS Kansas,Male,54,English,Divorced,Higher,Lower middle class,1
2011,-4,US-KS Kansas,Male,59,English,Married,Middle,Working class,1
2011,-4,US-KY Kentucky,Female,23,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Female,28,English,Married,Higher,Working class,1
2011,-4,US-KY Kentucky,Female,28,English,Single,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Female,28,English,Single,Higher,Working class,1
2011,-4,US-KY Kentucky,Female,31,English,Married,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Female,42,English,Married,Higher,Upper middle class,1
2011,-4,US-KY Kentucky,Female,50,English,Married,Higher,Upper middle class,1
2011,-4,US-KY Kentucky,Female,51,English,Married,Middle,Working class,1
2011,-4,US-KY Kentucky,Female,52,English,Married,Middle,Working class,1
2011,-4,US-KY Kentucky,Female,53,English,Married,Higher,Upper middle class,1
2011,-4,US-KY Kentucky,Female,56,English,Single,Higher,Working class,1
2011,-4,US-KY Kentucky,Female,57,English,Divorced,Middle,Lower class,1
2011,-4,US-KY Kentucky,Female,61,English,Married,Middle,Working class,1
2011,-4,US-KY Kentucky,Female,63,English,Divorced,Higher,Working class,1
2011,-4,US-KY Kentucky,Female,64,English,Married,Middle,Lower middle class,1
2011,-4,US-KY Kentucky,Female,67,English,Married,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Female,73,English,Married,Middle,Upper middle class,1
2011,-4,US-KY Kentucky,Male,23,English,Separated,Higher,Working class,1
2011,-4,US-KY Kentucky,Male,25,English,Single,Middle,Lower class,1
2011,-4,US-KY Kentucky,Male,27,English,Married,Middle,Lower middle class,1
2011,-4,US-KY Kentucky,Male,30,English,Married,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Male,37,English,Married,Middle,Working class,1
2011,-4,US-KY Kentucky,Male,39,English,Married,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Male,41,English,Living together as married,Lower,Lower class,1
2011,-4,US-KY Kentucky,Male,46,English,Married,Higher,Upper middle class,1
2011,-4,US-KY Kentucky,Male,47,English,Married,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Male,57,English,Married,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Male,58,English,Married,Middle,Working class,1
2011,-4,US-KY Kentucky,Male,59,English,Divorced,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Male,69,English,Married,Higher,Upper middle class,1
2011,-4,US-KY Kentucky,Male,77,English,Married,Higher,Lower middle class,1
2011,-4,US-KY Kentucky,Male,83,English,Married,Middle,Lower middle class,1
2011,-4,US-LA Louisiana,Female,30,English,Married,Higher,Working class,1
2011,-4,US-LA Louisiana,Female,30,English,Married,Middle,Upper class,1
2011,-4,US-LA Louisiana,Female,49,English,Married,Middle,Working class,1
2011,-4,US-LA Louisiana,Female,51,English,Married,Middle,Upper middle class,1
2011,-4,US-LA Louisiana,Female,61,English,Divorced,Middle,Working class,1
2011,-4,US-LA Louisiana,Female,63,English,Married,Higher,Working class,1
2011,-4,US-LA Louisiana,Female,72,English,Widowed,Middle,Lower middle class,1
2011,-4,US-LA Louisiana,Female,73,English,Married,Higher,Upper middle class,1
2011,-4,US-LA Louisiana,Female,74,English,Married,Middle,Upper middle class,1
2011,-4,US-LA Louisiana,Female,76,English,Married,Higher,Lower middle class,1
2011,-4,US-LA Louisiana,Male,22,English,Single,Higher,Upper middle class,1
2011,-4,US-LA Louisiana,Male,26,English,Married,Middle,Lower class,1
2011,-4,US-LA Louisiana,Male,38,English,Married,Middle,Lower middle class,1
2011,-4,US-LA Louisiana,Male,40,English,Married,Higher,Upper middle class,1
2011,-4,US-LA Louisiana,Male,41,English,Single,Higher,Working class,1
2011,-4,US-LA Louisiana,Male,44,English,Living together as married,Middle,Working class,1
2011,-4,US-LA Louisiana,Male,44,English,Married,Higher,Lower middle class,1
2011,-4,US-LA Louisiana,Male,48,English,Single,Higher,Lower middle class,1
2011,-4,US-LA Louisiana,Male,60,English,Married,Middle,Lower middle class,1
2011,-4,US-LA Louisiana,Male,63,English,Married,Higher,Working class,1
2011,-4,US-LA Louisiana,Male,64,English,Married,Higher,Upper middle class,1
2011,-4,US-LA Louisiana,Male,77,English,Married,Middle,Working class,1
2011,-4,US-MA Massachusetts,Female,19,Spanish; Castilian,Single,Middle,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,20,English,Single,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,20,Spanish; Castilian,Single,Middle,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,23,English,Single,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Female,24,English,Single,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,27,English,Married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,29,English,Single,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Female,32,Other,Married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,36,English,Married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,41,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Female,42,English,Married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,47,English,Married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,49,English,Divorced,Middle,Working class,1
2011,-4,US-MA Massachusetts,Female,53,English,Divorced,Higher,Working class,1
2011,-4,US-MA Massachusetts,Female,54,English,Single,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Female,55,English,Living together as married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,56,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Female,58,English,Widowed,Middle,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,59,English,Married,Middle,Working class,1
2011,-4,US-MA Massachusetts,Female,60,English,Married,Higher,Upper middle class,2
2011,-4,US-MA Massachusetts,Female,61,English,Single,Middle,Working class,1
2011,-4,US-MA Massachusetts,Female,61,Spanish; Castilian,Divorced,Middle,Lower middle class,1
2011,-4,US-MA Massachusetts,Female,62,English,Widowed,Middle,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,64,English,Divorced,Higher,Working class,1
2011,-4,US-MA Massachusetts,Female,69,English,Divorced,Higher,Working class,1
2011,-4,US-MA Massachusetts,Female,75,English,Widowed,Middle,Upper middle class,1
2011,-4,US-MA Massachusetts,Female,77,English,Divorced,Higher,Upper class,1
2011,-4,US-MA Massachusetts,Female,89,English,Married,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,19,English,Single,Middle,Upper middle class,1
2011,-4,US-MA Massachusetts,Male,20,English,Single,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Male,21,English,Single,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,22,Spanish; Castilian,Single,Middle,Lower class,1
2011,-4,US-MA Massachusetts,Male,24,Other,Single,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,27,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,29,No answer,Married,Middle,No answer,1
2011,-4,US-MA Massachusetts,Male,33,English,Single,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,35,English,Married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Male,39,Other,Married,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,49,English,Divorced,Higher,Working class,1
2011,-4,US-MA Massachusetts,Male,50,English,Divorced,Middle,Working class,1
2011,-4,US-MA Massachusetts,Male,50,English,Married,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,52,English,Married,Middle,Working class,1
2011,-4,US-MA Massachusetts,Male,52,English,Single,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,54,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,54,English,Married,Higher,Upper middle class,2
2011,-4,US-MA Massachusetts,Male,57,English,Single,Higher,Working class,1
2011,-4,US-MA Massachusetts,Male,57,English,Single,Middle,Working class,1
2011,-4,US-MA Massachusetts,Male,58,English,Married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Male,59,French,Married,Middle,Working class,1
2011,-4,US-MA Massachusetts,Male,62,English,Married,Middle,Working class,1
2011,-4,US-MA Massachusetts,Male,64,English,Married,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,70,English,Married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Male,70,English,Single,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,73,English,Married,Higher,Upper middle class,1
2011,-4,US-MA Massachusetts,Male,74,English,Married,Higher,Lower middle class,1
2011,-4,US-MA Massachusetts,Male,75,English,Married,Middle,Working class,1
2011,-4,US-MD Maryland,Female,20,English,Single,Middle,Upper middle class,1
2011,-4,US-MD Maryland,Female,21,English,Single,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Female,22,English,Single,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Female,23,English,Single,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Female,26,English,Married,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Female,32,English,Married,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Female,33,English,Married,Higher,Upper class,1
2011,-4,US-MD Maryland,Female,35,English,Married,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Female,39,English,Married,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Female,42,Spanish; Castilian,Married,Middle,Working class,1
2011,-4,US-MD Maryland,Female,44,English,Married,Middle,Upper middle class,1
2011,-4,US-MD Maryland,Female,47,English,Married,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Female,49,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Female,49,English,Single,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Female,51,Other,Married,Middle,Lower middle class,1
2011,-4,US-MD Maryland,Female,53,English,Married,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Female,53,Other,Divorced,Higher,Working class,1
2011,-4,US-MD Maryland,Female,55,English,Married,Middle,Lower class,1
2011,-4,US-MD Maryland,Female,59,English,Married,Middle,Lower middle class,1
2011,-4,US-MD Maryland,Female,61,English,Divorced,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Female,61,English,Married,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Female,61,English,Married,Middle,Lower middle class,1
2011,-4,US-MD Maryland,Female,62,English,Married,Middle,Working class,1
2011,-4,US-MD Maryland,Female,63,English,Divorced,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Female,64,English,Divorced,Middle,Working class,1
2011,-4,US-MD Maryland,Female,65,English,Married,Middle,Lower middle class,1
2011,-4,US-MD Maryland,Female,65,English,Single,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Male,19,English,Single,Middle,Upper middle class,1
2011,-4,US-MD Maryland,Male,29,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Male,29,English,Single,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Male,39,English,Married,Higher,Working class,1
2011,-4,US-MD Maryland,Male,42,English,Married,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Male,42,English,Single,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Male,45,Spanish; Castilian,Separated,Higher,Working class,1
2011,-4,US-MD Maryland,Male,49,English,Married,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Male,54,English,Widowed,Middle,Working class,1
2011,-4,US-MD Maryland,Male,57,English,Married,Higher,Upper middle class,1
2011,-4,US-MD Maryland,Male,61,English,Married,Higher,Upper class,1
2011,-4,US-MD Maryland,Male,61,English,Single,Higher,Lower class,1
2011,-4,US-MD Maryland,Male,62,English,Married,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Male,68,English,Married,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Male,69,English,Divorced,Middle,Lower middle class,1
2011,-4,US-MD Maryland,Male,74,English,Married,Higher,Lower middle class,1
2011,-4,US-MD Maryland,Male,74,English,Widowed,Lower,Lower class,1
2011,-4,US-ME Maine,Female,24,English,Married,Higher,Lower class,1
2011,-4,US-ME Maine,Female,54,English,Single,Higher,Lower middle class,1
2011,-4,US-ME Maine,Female,55,English,Married,Higher,Working class,1
2011,-4,US-ME Maine,Female,59,English,Married,Middle,Working class,1
2011,-4,US-ME Maine,Female,72,English,Married,Middle,Lower middle class,1
2011,-4,US-ME Maine,Female,77,English,Married,Middle,Lower middle class,1
2011,-4,US-ME Maine,Male,19,English,Single,Higher,No answer,1
2011,-4,US-ME Maine,Male,32,English,Living together as married,Middle,Working class,1
2011,-4,US-ME Maine,Male,58,English,Married,Higher,Upper middle class,1
2011,-4,US-ME Maine,Male,67,English,Married,Middle,Working class,1
2011,-4,US-MI Michigan,Female,22,English,Single,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Female,22,English,Single,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Female,27,English,Single,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Female,35,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Female,35,English,Married,Higher,Upper class,1
2011,-4,US-MI Michigan,Female,37,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Female,38,English,Married,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Female,41,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Female,45,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Female,46,English,Married,Middle,Working class,1
2011,-4,US-MI Michigan,Female,48,English,Married,Higher,Lower class,1
2011,-4,US-MI Michigan,Female,49,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Female,49,English,Married,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Female,50,English,Married,Middle,Lower middle class,1
2011,-4,US-MI Michigan,Female,51,English,Married,Middle,Upper middle class,1
2011,-4,US-MI Michigan,Female,52,English,Married,Middle,Working class,1
2011,-4,US-MI Michigan,Female,55,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Female,57,English,Single,Higher,Working class,1
2011,-4,US-MI Michigan,Female,58,English,Divorced,Middle,Lower middle class,1
2011,-4,US-MI Michigan,Female,58,English,Married,Middle,Upper middle class,1
2011,-4,US-MI Michigan,Female,59,English,Married,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Female,62,English,Divorced,Middle,Lower middle class,1
2011,-4,US-MI Michigan,Female,65,English,Married,Middle,Upper middle class,1
2011,-4,US-MI Michigan,Female,68,English,Widowed,Higher,Upper class,1
2011,-4,US-MI Michigan,Female,69,English,Married,Middle,Lower middle class,1
2011,-4,US-MI Michigan,Female,69,English,Widowed,Middle,Lower middle class,1
2011,-4,US-MI Michigan,Female,72,English,Widowed,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Female,77,English,Married,Middle,Working class,1
2011,-4,US-MI Michigan,Male,22,English,Single,Higher,Upper class,1
2011,-4,US-MI Michigan,Male,25,English,Single,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Male,30,English,Single,Higher,Working class,1
2011,-4,US-MI Michigan,Male,35,English,Married,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Male,38,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,39,English,Married,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Male,41,English,Married,Middle,Working class,1
2011,-4,US-MI Michigan,Male,44,English,Single,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,48,English,Single,Middle,Upper middle class,1
2011,-4,US-MI Michigan,Male,49,English,Living together as married,Higher,Working class,1
2011,-4,US-MI Michigan,Male,50,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,52,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,53,English,Married,Higher,Working class,1
2011,-4,US-MI Michigan,Male,55,English,Divorced,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Male,55,English,Married,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Male,57,English,Married,Middle,Upper middle class,1
2011,-4,US-MI Michigan,Male,58,English,Single,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,60,English,Divorced,Middle,Working class,2
2011,-4,US-MI Michigan,Male,60,English,Widowed,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,61,English,Married,Middle,Working class,1
2011,-4,US-MI Michigan,Male,62,English,Single,Middle,Lower class,1
2011,-4,US-MI Michigan,Male,64,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,65,English,Divorced,Higher,Working class,1
2011,-4,US-MI Michigan,Male,66,English,Married,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Male,66,English,Married,Middle,Lower middle class,1
2011,-4,US-MI Michigan,Male,67,English,Married,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Male,68,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,71,English,Married,Higher,Upper middle class,1
2011,-4,US-MI Michigan,Male,72,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,75,English,Married,Higher,Lower middle class,1
2011,-4,US-MI Michigan,Male,76,English,Married,Middle,Working class,1
2011,-4,US-MI Michigan,Male,77,English,Widowed,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Female,26,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Female,29,English,Single,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Female,30,English,Single,Higher,Working class,1
2011,-4,US-MN Minnesota,Female,31,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Female,47,English,Married,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Female,51,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Female,51,English,Married,Middle,Working class,1
2011,-4,US-MN Minnesota,Female,53,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Female,54,English,Married,Higher,Working class,1
2011,-4,US-MN Minnesota,Female,55,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Female,55,English,Divorced,Middle,Working class,1
2011,-4,US-MN Minnesota,Female,56,English,Married,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Female,56,English,Single,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Female,60,English,Divorced,Middle,Lower class,1
2011,-4,US-MN Minnesota,Female,60,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Female,60,English,Single,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Female,61,English,Divorced,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Female,61,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Female,66,English,Widowed,Middle,Working class,1
2011,-4,US-MN Minnesota,Female,67,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Female,68,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Female,69,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Female,71,English,Married,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Female,73,English,Married,Middle,Upper middle class,1
2011,-4,US-MN Minnesota,Female,83,English,Widowed,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Male,19,English,Single,Middle,Upper middle class,1
2011,-4,US-MN Minnesota,Male,20,English,Single,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Male,25,No answer,Living together as married,Higher,No answer,1
2011,-4,US-MN Minnesota,Male,29,English,Married,Higher,Working class,1
2011,-4,US-MN Minnesota,Male,30,Spanish; Castilian,Single,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Male,32,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Male,34,English,Married,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Male,40,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Male,42,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Male,43,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Male,46,English,Married,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Male,49,English,Single,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Male,50,English,Married,Higher,No answer,1
2011,-4,US-MN Minnesota,Male,50,English,Married,Higher,Working class,1
2011,-4,US-MN Minnesota,Male,51,English,Single,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Male,54,English,Married,Higher,Lower class,1
2011,-4,US-MN Minnesota,Male,54,English,Married,Middle,Lower middle class,1
2011,-4,US-MN Minnesota,Male,55,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Male,56,English,Married,Higher,Lower middle class,1
2011,-4,US-MN Minnesota,Male,56,English,Married,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Male,59,English,Married,Higher,Upper middle class,2
2011,-4,US-MN Minnesota,Male,59,English,Married,Middle,Upper middle class,1
2011,-4,US-MN Minnesota,Male,62,English,Single,Higher,Working class,1
2011,-4,US-MN Minnesota,Male,68,No answer,Married,Middle,Working class,1
2011,-4,US-MN Minnesota,Male,73,English,Divorced,Higher,Upper middle class,1
2011,-4,US-MN Minnesota,Male,75,English,Married,Middle,Working class,1
2011,-4,US-MO Missouri,Female,19,English,Single,Middle,Lower middle class,1
2011,-4,US-MO Missouri,Female,20,English,Single,Higher,Upper middle class,1
2011,-4,US-MO Missouri,Female,25,English,Married,Higher,Lower class,1
2011,-4,US-MO Missouri,Female,27,English,Married,Higher,Working class,1
2011,-4,US-MO Missouri,Female,34,English,Married,Higher,Working class,1
2011,-4,US-MO Missouri,Female,37,English,Living together as married,Middle,Lower class,1
2011,-4,US-MO Missouri,Female,37,English,Living together as married,Middle,Working class,1
2011,-4,US-MO Missouri,Female,43,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MO Missouri,Female,49,English,Married,Higher,Lower middle class,1
2011,-4,US-MO Missouri,Female,50,English,Married,Middle,Working class,1
2011,-4,US-MO Missouri,Female,52,English,Married,Higher,Upper middle class,1
2011,-4,US-MO Missouri,Female,53,English,Married,Middle,Lower middle class,1
2011,-4,US-MO Missouri,Female,62,English,Married,Middle,Lower middle class,1
2011,-4,US-MO Missouri,Female,63,English,Married,Middle,Upper middle class,1
2011,-4,US-MO Missouri,Female,65,English,Married,Middle,Working class,1
2011,-4,US-MO Missouri,Female,69,English,Married,Middle,Upper middle class,1
2011,-4,US-MO Missouri,Female,72,English,Married,Higher,Lower middle class,1
